Time,Altitude,Pressure,Velocity,Temperature,Events,Voltages
0.00,2.939093E-06,1010.80,0,85.64, -,8.654221
0.05,5.471327,1010.60,5.190476,85.64, -,8.654221
0.10,13.67912,1010.30,13,85.64, -,8.654221
0.15,21.88889,1010.00,20.80952,85.64, -,8.654221
0.20,30.10064,1009.70,28.61905,85.64, -,8.654221
0.25,41.05382,1009.30,39.04762,85.64, -,8.654221
0.30,49.27017,1009.00,46.85714,85.64, -,8.654221
0.35,54.7494,1008.80,52.09524,85.64, -,8.654221
0.40,68.45048,1008.30,65.14286,85.64, -,8.654221
0.45,76.67343,1008.00,72.95238,85.64, -,8.654221
0.50,87.64157,1007.60,83.38095,85.64, -,8.654221
0.55,95.86916,1007.30,91.2381,85.82, -,8.654221
0.60,112.3303,1006.70,106.9048,85.82, -,8.654221
0.65,120.5638,1006.40,114.7619,85.82, -,8.654221
0.70,131.5461,1006.00,125.2381,85.82, -,8.654221
0.75,139.7842,1005.70,133.0952,85.82, -,8.654221
0.80,159.0155,1005.00,151.4286,85.82, -,8.654221
0.85,170.0102,1004.60,161.9048,85.82, -,8.654221
0.90,183.7576,1004.10,175,85.82, -,8.654221
0.95,192.0084,1003.80,182.8571,85.82, -,8.654221
1.00,208.516,1003.20,198.5714,85.82, -,8.654221
1.05,222.279,1002.70,211.6667,85.82, -,8.654221
1.10,236.0475,1002.20,219.5714,85.82, -,8.654221
1.15,249.8217,1001.70,224.8571,85.82, -,8.654221
1.20,269.1151,1001.00,235.4286,85.82, -,8.654221
1.25,288.4195,1000.30,246,85.82, -,8.654221
1.30,307.7348,999.60,253.9524,85.82, -,8.654221
1.35,321.5379,999.10,259.2857,85.82, -,8.654221
1.40,340.8703,998.40,272.4762,85.82, -,8.654221
1.45,360.2154,997.70,277.8571,85.82, -,8.654221
1.50,382.3369,996.90,291.0952,85.82, -,8.654221
1.55,398.9386,996.30,296.4762,85.82, -,8.654221
1.60,418.3167,995.60,307.0952,85.82, -,8.654221
1.65,434.9343,995.00,307.2381,85.82, -,8.654221
1.70,448.7891,994.50,312.5714,85.82, -,8.654221
1.75,465.4216,993.90,317.9524,85.82, -,8.654221
1.80,482.064,993.30,325.9524,85.82, -,8.654221
1.85,501.4895,992.60,326.1429,85.82, -,8.654221
1.90,515.3714,992.10,328.9048,85.82, -,8.654221
1.95,529.259,991.60,329.0476,85.82, -,8.654221
2.00,543.1522,991.10,334.4286,85.82, -,8.654221
2.05,557.0511,990.60,331.9524,85.82, -,8.654221
2.10,573.7366,990.00,334.7619,85.82, -,8.654221
2.15,584.866,989.60,332.2857,85.82, -,8.654221
2.20,595.9973,989.20,329.8095,85.82, -,8.654221
2.25,607.134,988.80,322.0476,85.82, -,8.654221
2.30,615.488,988.50,311.619,85.82, -,8.654221
2.35,626.631,988.10,303.8571,85.82, -,8.654221
2.40,634.9899,987.80,298.6667,85.82, -,8.654221
2.45,643.3508,987.50,288.1905,85.82, -,8.654221
2.50,654.5029,987.10,280.381,85.82, -,8.654221
2.55,662.8687,986.80,267.2857,85.82, -,8.654221
2.60,674.0255,986.40,262.0952,85.82, -,8.654221
2.65,682.3977,986.10,251.5714,85.82, -,8.654221
2.70,690.7703,985.80,243.7143,85.82, -,8.654221
2.75,701.9363,985.40,241.1429,85.82, -,8.654221
2.80,713.1077,985.00,235.9048,85.82, -,8.654221
2.85,724.2828,984.60,230.7143,85.82, -,8.654221
2.90,735.4599,984.20,222.8571,85.82, -,8.654221
2.95,743.8456,983.90,217.619,85.82, -,8.654221
3.00,755.0308,983.50,215.0476,85.82, -,8.654221
3.05,766.2197,983.10,212.4762,85.82, -,8.654221
3.10,774.6129,982.80,207.2381,85.82, -,8.654221
3.15,785.8066,982.40,202,85.82, -,8.654221
3.20,797.0056,982.00,202.0476,85.82, -,8.654221
3.25,808.2084,981.60,202.0952,85.82, -,8.654221
3.30,819.4131,981.20,202.1429,85.82, -,8.654221
3.35,830.6232,980.80,204.8571,85.82, -,8.654221
3.40,844.6403,980.30,207.5714,85.82, -,8.654221
3.45,853.0529,980.00,207.619,85.82, -,8.654221
3.50,864.2742,979.60,210.3333,85.82, -,8.654221
3.55,875.4974,979.20,210.381,85.82, -,8.654221
3.60,886.7261,978.80,213.1429,85.82, -,8.654221
3.65,895.1492,978.50,210.5238,85.82, -,8.654221
3.70,906.3843,978.10,213.2857,85.82, -,8.654221
3.75,917.6215,977.70,216.0476,85.82, -,8.654221
3.80,928.8641,977.30,216.1429,85.82, -,8.654221
3.85,940.1088,976.90,216.2381,85.82, -,8.654221
3.90,951.3589,976.50,216.2857,85.82, -,8.654221
3.95,962.6127,976.10,216.3333,85.82, -,8.654221
4.00,973.8685,975.70,219.0476,85.82, -,8.654221
4.05,982.3133,975.40,216.4286,85.82, -,8.654221
4.10,993.5774,975.00,216.4762,85.82, -,8.654221
4.15,1004.845,974.60,219.1905,85.82, -,8.654221
4.20,1016.115,974.20,219.2381,85.82, -,8.654221
4.25,1027.39,973.80,219.3333,85.82, -,8.654221
4.30,1035.849,973.50,216.7143,85.82, -,8.654221
4.35,1047.13,973.10,216.8095,85.82, -,8.654221
4.40,1061.237,972.60,219.5714,85.82, -,8.654221
4.45,1069.704,972.30,214.2857,85.82, -,8.654221
4.50,1080.995,971.90,217.0476,85.82, -,8.654221
4.55,1092.292,971.50,217.1429,85.82, -,8.654221
4.60,1103.593,971.10,217.2381,85.82, -,8.654221
4.65,1114.896,970.70,217.2857,85.82, -,8.654221
4.70,1126.204,970.30,220.0476,85.82, -,8.654221
4.75,1137.514,969.90,220.0952,85.82, -,8.654221
4.80,1148.83,969.50,220.1429,85.82, -,8.654221
4.85,1160.149,969.10,220.1905,85.82, -,8.654221
4.90,1171.471,968.70,220.2381,85.82, -,8.654221
4.95,1182.798,968.30,220.3333,85.82, -,8.654221
5.00,1194.127,967.90,220.4286,85.82, -,8.654221
5.05,1202.629,967.60,217.8095,85.82, -,8.654221
5.10,1213.965,967.20,220.5714,85.82, -,8.654221
5.15,1225.306,966.80,220.6667,85.82, -,8.654221
5.20,1236.65,966.40,220.7619,85.82, -,8.654221
5.25,1245.162,966.10,218.1429,85.82, -,8.654221
5.30,1256.512,965.70,218.1905,85.82, -,8.654221
5.35,1265.027,965.40,218.2381,85.82, -,8.654221
5.40,1273.547,965.10,215.5714,85.82, -,8.654221
5.45,1282.067,964.80,210.2381,85.82, -,8.654221
5.50,1293.429,964.40,213,85.82, -,8.654221
5.55,1304.797,964.00,213.0476,85.82, -,8.654221
5.60,1313.325,963.70,210.4286,85.82, -,8.654221
5.65,1319.012,963.50,205.0952,85.82, -,8.654221
5.70,1327.543,963.20,202.4762,85.82, -,8.654221
5.75,1336.076,962.90,199.8571,85.82, -,8.654221
5.80,1344.614,962.60,197.2381,85.82, -,8.654221
5.85,1353.151,962.30,194.619,85.82, -,8.654221
5.90,1358.845,962.10,189.2857,85.82, -,8.654221
5.95,1364.538,961.90,183.9524,85.82, -,8.654221
6.00,1373.082,961.60,181.2857,85.82, -,8.654221
6.05,1378.777,961.40,175.9048,85.82, -,8.654221
6.10,1384.475,961.20,173.2381,85.82, -,8.654221
6.15,1390.174,961.00,167.8571,85.82, -,8.654221
6.20,1395.874,960.80,162.4762,85.82, -,8.654221
6.25,1401.575,960.60,157.0952,85.82, -,8.654221
6.30,1407.275,960.40,154.4286,85.82, -,8.654221
6.35,1410.127,960.30,146.3333,85.82, -,8.654221
6.40,1415.83,960.10,143.6667,85.82, -,8.654221
6.45,1421.532,959.90,141,85.82, -,8.654221
6.50,1424.386,959.80,135.619,85.82, -,8.654221
6.55,1427.238,959.70,127.5238,85.82, -,8.673668
6.60,1432.944,959.50,122.1429,85.82, -,8.673668
6.65,1435.796,959.40,116.7143,85.82, -,8.673668
6.70,1438.651,959.30,114,85.82, -,8.673668
6.75,1441.504,959.20,108.5714,85.82, -,8.673668
6.80,1447.212,959.00,105.8571,85.82, -,8.673668
6.85,1450.066,958.90,100.4286,85.82, -,8.673668
6.90,1452.922,958.80,95,85.82, -,8.673668
6.95,1455.776,958.70,92.28571,85.82, -,8.673668
7.00,1458.632,958.60,89.57143,85.82, -,8.673668
7.05,1461.487,958.50,84.14286,85.82, -,8.673668
7.10,1467.198,958.30,84.14286,85.82, -,8.673668
7.15,1467.198,958.30,78.71429,85.82, -,8.673668
7.20,1472.911,958.10,78.71429,85.82, -,8.673668
7.25,1475.767,958.00,76,85.82, -,8.673668
7.30,1478.623,957.90,73.28571,85.82, -,8.673668
7.35,1481.482,957.80,70.57143,85.82, -,8.673668
7.40,1484.338,957.70,70.57143,85.82, -,8.673668
7.45,1487.197,957.60,67.85714,85.82, -,8.673668
7.50,1492.911,957.40,67.85714,85.1, -,8.634772
7.55,1492.911,957.40,65.14286,85.1, -,8.634772
7.60,1495.771,957.30,65.14286,85.1, -,8.634772
7.65,1498.628,957.20,62.42857,85.1, -,8.634772
7.70,1504.347,957.00,65.14286,85.1, -,8.634772
7.75,1507.205,956.90,65.14286,85.1, -,8.634772
7.80,1507.205,956.90,62.42857,85.1, -,8.634772
7.85,1512.925,956.70,62.42857,85.1, -,8.634772
7.90,1515.786,956.60,62.42857,85.1, -,8.634772
7.95,1515.786,956.60,59.71429,85.1, -,8.634772
8.00,1521.505,956.40,62.42857,85.1, -,8.634772
8.05,1524.367,956.30,62.42857,85.1, -,8.634772
8.10,1524.367,956.30,59.71429,85.1, -,8.634772
8.15,1527.227,956.20,57,85.1, -,8.634772
8.20,1530.089,956.10,59.71429,85.1, -,8.634772
8.25,1532.95,956.00,57,85.1, -,8.634772
8.30,1535.811,955.90,57,85.1, -,8.634772
8.35,1538.674,955.80,57,85.1, -,8.634772
8.40,1541.535,955.70,57,85.1, -,8.634772
8.45,1544.399,955.60,57,85.1, -,8.634772
8.50,1544.399,955.60,54.28571,85.1, -,8.634772
8.55,1547.261,955.50,51.57143,85.82, -,8.673668
8.60,1550.123,955.40,54.28571,85.82, -,8.673668
8.65,1550.123,955.40,51.57143,85.82, -,8.673668
8.70,1552.987,955.30,51.57143,85.82, -,8.673668
8.75,1555.85,955.20,48.85714,85.82, -,8.673668
8.80,1558.714,955.10,48.85714,85.82, -,8.673668
8.85,1558.714,955.10,48.85714,85.82, -,8.673668
8.90,1561.578,955.00,46.14286,85.82, -,8.673668
8.95,1564.441,954.90,46.14286,85.82, -,8.673668
9.00,1564.441,954.90,46.14286,85.82, -,8.673668
9.05,1567.306,954.80,43.42857,85.82, -,8.673668
9.10,1567.306,954.80,40.71429,85.82, -,8.673668
9.15,1570.17,954.70,43.42857,85.82, -,8.673668
9.20,1570.17,954.70,40.71429,85.82, -,8.673668
9.25,1573.036,954.60,40.71429,85.82, -,8.673668
9.30,1573.036,954.60,38,85.82, -,8.673668
9.35,1575.901,954.50,38,85.82, -,8.673668
9.40,1575.901,954.50,35.28571,85.82, -,8.673668
9.45,1578.765,954.40,35.28571,85.82, -,8.673668
9.50,1578.765,954.40,32.57143,85.82, -,8.673668
9.55,1578.765,954.40,32.57143,85.82, -,8.673668
9.60,1581.632,954.30,32.57143,85.82, -,8.673668
9.65,1581.632,954.30,29.85714,85.82, -,8.673668
9.70,1581.632,954.30,29.85714,85.82, -,8.673668
9.75,1581.632,954.30,27.14286,85.82, -,8.673668
9.80,1584.497,954.20,27.14286,85.82, -,8.673668
9.85,1584.497,954.20,24.42857,85.82, -,8.673668
9.90,1584.497,954.20,24.42857,85.82, -,8.673668
9.95,1584.497,954.20,21.71428,85.82, -,8.673668
